DateofSale(dd/mm/yyyy),Address,PostalCode,County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription,percent,VAT,Year,Month,Agent Commission
2019-08-16,"246 ELM MOUNT AVE, BEAUMONT,,Dublin 9",Dublin 9,Dublin,450000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,60750.00000000001,2019,8,6750.0
2015-02-02,"CREAGH RD, BALLINROBE, MAYO",N/A,Mayo,31000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,4185.0,2015,2,465.0
2017-12-07,"43 Cluain Ard, Fedamore",N/A,Limerick,131515.42,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2017,12,1972.7313000000001
2015-10-02,"SUNBERRY, BLARNEY, CORK",N/A,Cork,90000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,12150.0,2015,10,1350.0
2018-04-09,"23 Dun Eimear, Castlemartin Road, Bettystown",N/A,Meath,251101.32,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2018,4,3766.5198
2010-05-03,"KNOCKAUOTHA, GOREY",N/A,Wexford,386000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,52110.0,2010,5,5790.0
2017-09-06,"119 BRIGHTWATER, CROSSHAVEN, CORK",N/A,Cork,247000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,33345.0,2017,9,3705.0
2017-12-05,"5 BARKER PLACE, O'CONNELL ST, WATERFORD",N/A,Waterford,25000.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,3375.0,2017,12,375.0
2015-01-23,"63 Juliet Square, St Edmunds, Palmerstown",Dublin 20,Dublin,146550.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,19784.25,2015,1,2198.25
2019-09-09,"19 MEADOW HILL, KILKENNY",N/A,Kilkenny,250000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,33750.0,2019,9,3750.0
2018-12-06,"385, COULTRY ROAD, BALLYMUN,Dublin 9",Dublin 9,Dublin,134700.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,18184.5,2018,12,2020.5
2014-12-05,"2 FEARANN RI, DOUHISKA MERLIN PARK, GALWAY",N/A,Galway,115000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,15525.000000000002,2014,12,1725.0
2013-06-19,"34 Limelawn Hill, Clonsilla,,Dublin 15",Dublin 15,Dublin,276000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,37260.0,2013,6,4140.0
2018-09-28,"14 ENDSLEIGH DR, CARRIGALINE, CORK",N/A,Cork,275000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,37125.0,2018,9,4125.0
2012-12-19,"36 Esker Pines, Ballyhaunis",N/A,Mayo,55000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,7425.000000000001,2012,12,825.0
2017-09-20,"2 Lui na Greine, Kilkee",N/A,Clare,64000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2017,9,960.0
2013-10-05,"6  Silversprings, Dungarvan",N/A,Waterford,133000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,17955.0,2013,10,1995.0
2019-05-24,"5 MOYLARAGH GARDENS, BALBRIGGAN,,Dublin",N/A,Dublin,185500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,25042.5,2019,5,2782.5
2019-08-29,"8 MOUNT OLIVE GROVE, KILBARRACK,,Dublin 5",Dublin 5,Dublin,275000.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,37125.0,2019,8,4125.0
2018-03-09,"46 GORT AN CLOCHAIR, KILKEE, CO CLARE",N/A,Clare,66079.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,0.06341154090044387,0.0,2018,3,991.185
2014-07-24,"71 PAKENHAM HOUSE, SPENCER DOCK,,Dublin 1",Dublin 1,Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,35100.0,2014,7,3900.0
2015-03-30,"9 MOUNT OLIVE GROVE, KILBARRACK,,Dublin 5",Dublin 5,Dublin,202000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,27270.0,2015,3,3030.0
2021-11-06,"32 CARRICKHALL CLOSE, EDENDERRY, COUNTY OFFALY",N/A,Offaly,142000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,19170.0,2021,11,2130.0
2016-05-04,"1 COURT VIEW, ROSCOMMON, ROSCOMMON",N/A,Roscommon,118000.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,15930.000000000002,2016,5,1770.0
2016-09-13,"28 CASEMENT PARK, FINGLAS WEST,,Dublin 11",Dublin 11,Dublin,151000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,20385.0,2016,9,2265.0
2017-08-09,"44 Red Arches Avenue, Silverbanks, The Coast",Dublin 13,Dublin,380000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2017,8,5700.0
2016-12-19,"LAKE FOREST, BURGAGE, BLESSINGTON",N/A,Kildare,241800.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,32643.000000000004,2016,12,3627.0
2015-09-18,"THE SQUARE, BLACKROCK, CO LOUTH",N/A,Louth,148000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,19980.0,2015,9,2220.0
2020-06-19,"LISTRIM LOWER, THE SPA, TRALEE",N/A,Kerry,157500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,21262.5,2020,6,2362.5
2016-04-03,"14 HARBOUR COURT, GEORGES PLACE, DUN LAOGHAIRE",N/A,Dublin,327800.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,44253.0,2016,4,4917.0
2019-07-22,"BARRADERRY, KILTEGAN, WICKLOW",N/A,Wicklow,240000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,32400.000000000004,2019,7,3600.0
2015-10-03,"98 NEPHIN RD, NAVAN RD,,Dublin 7",Dublin 7,Dublin,410000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,55350.00000000001,2015,10,6150.0
2015-06-29,"3 Chelmsford Manor, Cellbridge, Co. Kildare",N/A,Kildare,339207.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2015,6,5088.105
2013-06-27,"75 Beech Lawn, Dundrum",Dublin 16,Dublin,372500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,50287.5,2013,6,5587.5
2017-12-21,"50 Carton Grove,,Dublin Road, Maynooth",N/A,Kildare,295154.18,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2017,12,4427.3126999999995
2015-12-22,"PATRICK ST, PORTARLINGTON, LAOIS",N/A,Offaly,93000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,12555.0,2015,12,1395.0
2017-07-20,"17 KILMINION CLOSE, BALLINROAD, DUNGARVAN",N/A,Waterford,169500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,22882.5,2017,7,2542.5
2018-02-01,"1 Cluain na Ri, Ballycullane, New Ross",N/A,Wexford,193833.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,0.06341154090044387,0.0,2018,2,2907.495
2019-03-07,"CARRAIGBAWN, ROCKY RD, WICKLOW",N/A,Wicklow,460000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,62100.00000000001,2019,3,6900.0
2012-05-07,"17 Watermeadow Park, Old Bawn, Tallaght ,Dublin 24",Dublin 24,Dublin,172000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,23220.0,2012,5,2580.0
2016-10-11,"GLANMIRE VILLAGE, GLANMIRE, CORK",N/A,Cork,345000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,46575.0,2016,10,5175.0
2017-09-29,"ELMVALE, KILNABOY, CLARE",N/A,Clare,229000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,30915.000000000004,2017,9,3435.0
2011-12-12,"4 Woodview  The Pines, Creagh, Ballinasloe",N/A,Galway,132500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,17887.5,2011,12,1987.5
2020-07-30,"13 The Court, Carrickmines Manor, Glenamuck Road",Dublin 18,Dublin,445475.0,No,Yes,New Dwelling house /Apartment,,0.06341154090044387,0.0,2020,7,6682.125
2016-05-08,"APT 2, 43 MANOR STREET, WATERFORD",N/A,Waterford,65000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,8775.0,2016,5,975.0
2014-06-02,"19 CLEARSTREAM COURT, MCKEE AVE, FINGLAS,Dublin 11",Dublin 11,Dublin,142500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,19237.5,2014,6,2137.5
2014-06-03,"CARRIGEEN, KILDROMIN, KILTEELY",N/A,Limerick,140000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,18900.0,2014,6,2100.0
2018-04-13,"10 Castleland Park Drive, Balbriggan",N/A,Dublin,246696.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2018,4,3700.44
2020-10-16,"APT 13 WESTPARK EXECUTIVE SUITES, CITYWEST, SAGGART",N/A,Dublin,170000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,22950.0,2020,10,2550.0
2021-12-07,"74 ALDERBROOK RISE, ASHBOURNE, MEATH",N/A,Meath,450000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,60750.00000000001,2021,12,6750.0
2010-03-24,"5 Fertullagh Road, Cabra,,Dublin 7",Dublin 7,Dublin,200000.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,27000.0,2010,3,3000.0
2017-12-22,"PATRICK STREET, BOYLE",N/A,Roscommon,35000.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,0.06341154090044387,0.0,2017,12,525.0
2020-06-19,"64 BALLYROAN RD, RATHFARNHAM,,Dublin 16",Dublin 16,Dublin,427500.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,57712.50000000001,2020,6,6412.5
2018-09-21,"15 Castleland Park Close, Balbriggan, County,Dublin",N/A,Dublin,255506.6,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2018,9,3832.599
2017-04-27,"12 KILMORE RD, ARTANE,,Dublin CITY",Dublin 5,Dublin,349500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,47182.5,2017,4,5242.5
2016-02-09,"12 SIDDONS COURT, LOWER AGHADA, MIDLETON",N/A,Cork,177000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,23895.0,2016,2,2655.0
2020-04-09,"6 HAMILTON COURT, TRIM, MEATH",N/A,Meath,227000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,30645.000000000004,2020,4,3405.0
2016-01-12,"44 DURSEY ROW, WATERVILLE, BLANCHARDSTOWN",Dublin 15,Dublin,235000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,31725.000000000004,2016,1,3525.0
2016-08-07,"101A WEDGEWOOD, SANDYFORD,,Dublin 18",Dublin 18,Dublin,25000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,3375.0,2016,8,375.0
2018-06-26,"6 ST JAMES COURT, KILMAINHAM,,Dublin 8",Dublin 8,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,39150.0,2018,6,4350.0
2019-10-17,"2 BEECH RD, ARD NA GREINE, MILLTOWN",N/A,Kerry,177000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,23895.0,2019,10,2655.0
2014-10-15,"MITCHELLSFORT, WATERGRASSHILL, CORK",N/A,Cork,38500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,5197.5,2014,10,577.5
2019-12-18,"1 EATON WAY, MAIN ST, RATHCOOLE",Dublin 24,Dublin,205000.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,27675.000000000004,2019,12,3075.0
2018-12-14,"CATSTOWN, HUGGINSTOWN, KILKENNY",N/A,Kilkenny,218000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,29430.000000000004,2018,12,3270.0
2017-11-08,"16 CALDERWOOD COURT, DONNYBROOK, DOUGLAS",N/A,Cork,256000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,34560.0,2017,11,3840.0
2018-12-17,"60 MORELL DR, NAAS, KILDARE",N/A,Kildare,253000.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,34155.0,2018,12,3795.0
2018-04-16,"BALREASK, CARLANSTOWN, KELLS",N/A,Meath,60000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,8100.000000000001,2018,4,900.0
2019-10-21,"28 THE LAWN, OLD TOWN MILL, CELBRIDGE",N/A,Kildare,380000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,51300.0,2019,10,5700.0
2018-06-22,"39 THE COVE, ROSSLARE STRAND, WEXFORD",N/A,Wexford,155000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,20925.0,2018,6,2325.0
2019-11-04,"136 THE HAVEN, JACOBS ISLAND, BALLINURE",N/A,Cork,182073.44,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,24579.9144,2019,11,2731.1016
2015-08-25,"22 HAZELWOOD LANE, CLONDALKIN,,Dublin",Dublin 22,Dublin,237500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,32062.500000000004,2015,8,3562.5
2010-04-16,"Ballygaddy Road, Tuam, Co. Galway",N/A,Galway,100000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,13500.0,2010,4,1500.0
2011-08-23,"63 Grangemore Drive, Donaghmede,,Dublin 13",Dublin 13,Dublin,185500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,25042.5,2011,8,2782.5
2012-06-22,"Dun Caura, Carrigroe, Rathbarry",N/A,Cork,320000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,43200.0,2012,6,4800.0
2015-09-24,"36 CARLINN COURT, MULLAHARLIN ROAD, DUNDALK",N/A,Louth,85365.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2015,9,1280.475
2020-03-11,"2 Ros Mor, Drumroosk, Donegal Town",N/A,Donegal,103965.0,No,Yes,New Dwelling house /Apartment,,0.06341154090044387,0.0,2020,3,1559.475
2020-04-14,"CLOONCURRAUN, HOLLYMOUNT, CO MAYO",N/A,Mayo,146000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,19710.0,2020,4,2190.0
2020-07-24,"9 THE BEECHES, OLD SPA RD, CLONMEL",N/A,Tipperary,351000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,47385.0,2020,7,5265.0
2016-07-07,"6 BENMORE AVE, BALLYDUFF, TRALEE",N/A,Kerry,65000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,8775.0,2016,7,975.0
2020-12-15,"22 RIALTO COURT, RIALTO,,Dublin 8",Dublin 8,Dublin,216000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,29160.000000000004,2020,12,3240.0
2013-09-07,"79 Bulfin Road, Inchicore",Dublin 8,Dublin,70400.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,9504.0,2013,9,1056.0
2019-07-06,"FARRAHY, KILDORRERY, CORK",N/A,Cork,180000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,24300.0,2019,7,2700.0
2020-08-31,"34 RADHARC AN MHUILINN, RATHWIRE, KILLUCAN",N/A,Westmeath,230000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,31050.000000000004,2020,8,3450.0
2013-09-20,"1 Mount Joy Parade,,Dublin 1",Dublin 1,Dublin,75000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,10125.0,2013,9,1125.0
2010-04-21,"97 The Avenue, Victorine Abbey, Trim",N/A,Meath,308370.04,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,0.06341154090044387,0.0,2010,4,4625.5506
2019-05-14,"10 Summerfield, Dunmanway",N/A,Cork,168900.51,Yes,Yes,New Dwelling house /Apartment,,0.06341154090044387,0.0,2019,5,2533.50765
2016-07-29,"25 ASHLEIGH WOOD, MONALEEN, CASTLETROY",N/A,Limerick,430000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,58050.00000000001,2016,7,6450.0
2016-02-25,"1 ANNEFIELD TERRACE,,Dublin ROAD, PORTLAOISE",N/A,Laois,45000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,6075.0,2016,2,675.0
2014-12-22,"57 CLUAIN MUILEANN, NENAGH, TIPPERARY",N/A,Tipperary,91500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,12352.5,2014,12,1372.5
2014-03-03,"32 Ardfield Grove, Grange, Douglas",N/A,Cork,262000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,35370.0,2014,3,3930.0
2017-12-22,"55 MAIN STREET, DUNGARVAN, WATERFORD",N/A,Waterford,81000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,10935.0,2017,12,1215.0
2014-04-16,"APT 6, WALLBROOK, MARTIEMO GARDENS WEST",Dublin 14,Dublin,205000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,27675.000000000004,2014,4,3075.0
2013-06-06,"55  Bath Road, Balbriggan",N/A,Dublin,48690.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,6573.150000000001,2013,6,730.35
2020-08-31,"41 WESTWOOD GROVE, CLARA, CO OFFALY",N/A,Offaly,178000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,24030.0,2020,8,2670.0
2020-06-29,"19 Hazelwood Drive, Foxwood",N/A,Waterford,223831.0,No,Yes,New Dwelling house /Apartment,,0.06341154090044387,0.0,2020,6,3357.4649999999997
2016-04-29,"4 SYCAMORE HOUSE, DRUMGEELY, SHANNON",N/A,Clare,30000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,4050.0000000000005,2016,4,450.0
2017-06-30,"9 MAIN ST, GLASLOUGH, MONAGHAN",N/A,Monaghan,315000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,42525.0,2017,6,4725.0
2015-09-03,"3  Priors Point, Attirory, Carrick.on.Shannon",N/A,Leitrim,275000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2015,9,4125.0
2014-07-07,"APT 2, MOUNTAIN VIEW, KILCULLEN",N/A,Kildare,68000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,9180.0,2014,7,1020.0
2019-08-15,"No 28 Mountain View, Chickleys Road, Youghal",N/A,Cork,61631.25,Yes,Yes,New Dwelling house /Apartment,,0.06341154090044387,0.0,2019,8,924.46875
2019-03-19,"20 KNOCK SHEE VIEW, OLD GOLF LINKS ROAD, BLACKROCK",N/A,Louth,189427.0,No,Yes,New Dwelling house /Apartment,,0.06341154090044387,0.0,2019,3,2841.4049999999997
2016-10-08,"19 VILLAGE COURT, UPPER PATRICK STREET, COUNTY KILKENNY",N/A,Kilkenny,184000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,24840.0,2016,10,2760.0
2018-05-17,"22 BELTON PARK AVE, DONNYCARNEY,,Dublin 9",Dublin 9,Dublin,438000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,59130.00000000001,2018,5,6570.0
2015-10-27,"166 BRAYTON PARK, KILCOCK, KILDARE",N/A,Kildare,109000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,14715.000000000002,2015,10,1635.0
2017-12-15,"TEMPLESCOBY, ENNISCORTHY, WEXFORD",N/A,Wexford,30000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,4050.0000000000005,2017,12,450.0
2014-12-22,"Woodside, Keerypike",N/A,Cork,160299.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,21640.365,2014,12,2404.485
2019-09-18,"KILLYNEILL, SILVERSTREAM, MONAGHAN",N/A,Monaghan,100000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,13500.0,2019,9,1500.0
2011-01-09,"54 Dominic Street, Dun Laoghaire",N/A,Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,35100.0,2011,1,3900.0
2020-01-17,"1 STRALEM GROVE, ONGAR PARK, CLONSILLA,Dublin 15",Dublin 15,Dublin,330000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,44550.0,2020,1,4950.0
2021-10-14,"NEWLINE NEILSTOWN, BOHERMEEN, NAVAN",N/A,Meath,375000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,50625.0,2021,10,5625.0
2018-07-25,"68 ANNADALE CRESCENT, DRUMCONDRA,,Dublin 9",Dublin 9,Dublin,465000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,62775.00000000001,2018,7,6975.0
2021-02-12,"47 SUNDALE AVE, MOUNTAIN VIEW, TALLAGHT,Dublin 24",Dublin 24,Dublin,245000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,33075.0,2021,2,3675.0
2014-07-30,"KELLS ROAD, KINGSCOURT, CO. CAVAN",N/A,Cavan,75000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,10125.0,2014,7,1125.0
2017-04-10,"GATE LODGE ORCHARD AVE, CHURCH ST, RATHKEALE",N/A,Limerick,165000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,22275.0,2017,4,2475.0
2016-02-09,"85 Woodlawn, Allenwood, Naas",N/A,Kildare,196916.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2016,2,2953.74
2018-05-29,"38 St Edmunds Grove, Loman&#039;s Road",N/A,Dublin,420000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2018,5,6300.0
2015-06-01,"4 Belleek Manor, Ballina",N/A,Mayo,269164.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2015,6,4037.46
2018-03-29,"4 Dunville Road, Athlumney, Navan",N/A,Meath,231718.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2018,3,3475.77
2016-03-22,"17 MILLGLEN, MOVILLE, DONEGAL",N/A,Donegal,107000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,14445.000000000002,2016,3,1605.0
2017-01-24,"FRENCHPARK ROAD, BOYLE, COUNTY ROSCOMMON",N/A,Roscommon,60000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,8100.000000000001,2017,1,900.0
2016-11-29,"10 SRAID AN MHUILINN, DRUMLISH, CO LONGFORD",N/A,Longford,85000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2016,11,1275.0
2018-03-28,"APT 3 CROI AN BHAILE, MAIN ST, KILBEGGAN",N/A,Westmeath,114000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,15390.000000000002,2018,3,1710.0
2014-07-10,"Apt 220 The Gates, Beacon South Quarter, Sandyford",Dublin 18,Dublin,288528.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2014,7,4327.92
2015-02-10,"BARNAKYLE, PATRICKSWELL, LIMERICK",N/A,Limerick,60000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,8100.000000000001,2015,2,900.0
2018-11-12,"173 Acha Bhile, Loughville, Ennis",N/A,Clare,90000.0,No,Yes,New Dwelling house /Apartment,,0.06341154090044387,0.0,2018,11,1350.0
2021-11-06,"25 ANNAMOE DR, CABRA,,Dublin 7",Dublin 7,Dublin,445000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,60075.00000000001,2021,11,6675.0
2016-01-03,"Apartment L16, Edenhall  The Village, Model Farm Road",N/A,Cork,96485.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2016,1,1447.2749999999999
2010-01-04,"132 ROYAL CANAL COURT, ROYAL CANAL WAY, ASHTOWN",Dublin 15,Dublin,140969.16,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2010,1,2114.5374
2018-03-29,"99 Maoilin, Ballymoneen Road, Knocknacarra",N/A,Galway,286343.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,0.06341154090044387,0.0,2018,3,4295.1449999999995
2017-09-19,"10 WESTPARK EST, TALLAGHT,,Dublin 24",Dublin 24,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,38475.0,2017,9,4275.0
2019-06-28,"THOMASTOWN, HOLLYMOUNT, KILMAINE",N/A,Mayo,155000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,20925.0,2019,6,2325.0
2021-12-21,"12 HARBOUR VILLAGE, WESTPORT, MAYO",N/A,Mayo,220000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,29700.000000000004,2021,12,3300.0
2019-04-18,"46 Windmill Close, Rathcoole, County,Dublin",Dublin 24,Dublin,164660.97,Yes,Yes,New Dwelling house /Apartment,,0.06341154090044387,0.0,2019,4,2469.91455
2019-09-05,"11 The Gearagh, Meadowlands, Masseytown",N/A,Cork,225550.65,No,Yes,New Dwelling house /Apartment,,0.06341154090044387,0.0,2019,9,3383.2597499999997
2018-06-27,"COURT LANE, ATHENRY, CO GALWAY",N/A,Galway,80000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,10800.0,2018,6,1200.0
2015-02-17,"135 GRIFFITH RD, FINGLAS EAST,,Dublin 11",Dublin 11,Dublin,75000.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,10125.0,2015,2,1125.0
2019-07-19,"THE MEADOWS, BALTRAY, LOUTH",N/A,Louth,235000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,31725.000000000004,2019,7,3525.0
2021-09-22,"61 GRANGE MANOR RD, RATHFARNHAM,,Dublin 16",Dublin 16,Dublin,510000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,68850.0,2021,9,6375.0
2016-06-22,"APT 71, 20 CHRISTCHURCH PLACE,,Dublin 8",Dublin 8,Dublin,222000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,29970.000000000004,2016,6,3330.0
