DateofSale(dd/mm/yyyy),Address,PostalCode,County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription
2022-02-10,"APT 5, BLOCK 4, MAIN ST",,Offaly,141000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"APT 9, RUSSELL COURT, MARKET RD",,Monaghan,69000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"APT. 2 TRINITY MEWS, DUNDALK STREET, CARLINGFORD",,Louth,155000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"Apt. 25 Strand View, Bray, Co. Wicklow",,Wicklow,436825.0,No,Yes,New Dwelling house /Apartment,
2022-02-10,"AUTEVEN, LUKE WADDING ST, WATERFORD",,Waterford,270000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"BALLYKILLEN, EDENDERRY, CO OFFALY",,Offaly,520000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"BLACKHILLS, BAILIEBOROUGH, CAVAN",,Cavan,129000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"BOULYSALLAGH, GOLEEN, SKIBBEREEN",,Cork,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"CALLUNA, GREEN RD, KILDARE",,Kildare,580000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"CALVERSTOWN, KILCULLEN, KILDARE",,Kildare,526000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"CEMETERY RD, CRINKLE, BIRR",,Offaly,400000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"CLONROOSK, FEENAGH, KILMALLOCK",,Limerick,165000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"CORNAHA, BLACKLION, COUNTY CAVAN",,Cavan,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"CREGGA, STROKESTOWN, CO ROSCOMMON",,Roscommon,208000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"CURRAHOO, BALLINSPITTLE, KINSALE",,Cork,200000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"DOOLIN FARMHOUSE COTTAGE, DOOLIN, CLARE",,Clare,265000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"DOONCAHA, TARBERT, KERRY",,Kerry,85000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"DOON, GURTEEN, CO SLIGO",,Sligo,30000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"DRUMCOR, LOUGHDUFF, CO CAVAN",,Cavan,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"FANTANE, BORRISOLEIGH, THURLES",,Tipperary,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"GLENASHRONE, ABBEYFEALE, LIMERICK",,Limerick,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"GREENHILL, MALIN, CO DONEGAL",,Donegal,352000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"GREENVILLE COTTAGE, GREENVILLE LANE, ENNISCORTHY",,Wexford,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"JACANJON, SHIELBAGGAN, RAMSGRANGE",,Wexford,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"KILKENNY RD BALLINAKILL, BALLINAKILL, LAOIS",,Laois,118000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"KILLUANE, BALLYMACWARD, BALLINASLOE",,Galway,250000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"KNOCKBOHEEN, ARDAGH, CO LIMERICK",,Limerick,35000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"KOBER, BALLINLUSKA, MYRTLEVILLE",,Cork,410000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"LEIGH, BALLYDUFF, CO KERRY",,Kerry,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"LISADEL, FRENCH FURZE GROVE, KILDARE",,Kildare,229000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"LISSACAHA, SCHULL, CORK",,Cork,385000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"LYREFUNE BALLYPOREEN, BALLYPOREEN, TIPPERARY",,Tipperary,265000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"MANRESA, 133 VILLA PARK GARDENS, NAVAN RD",Dublin 7,Dublin,585000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"No. 13  Bakers Field, Watergrasshill",,Cork,281938.0,No,Yes,New Dwelling house /Apartment,
2022-02-10,"No. 14  Bakers Field, Watergrasshill",,Cork,281938.32,No,Yes,New Dwelling house /Apartment,
2022-02-10,"No. 17 Seamount Rise, Seamount Road, Malahide",,Dublin,748899.0,No,Yes,New Dwelling house /Apartment,
2022-02-10,"PARK BALLINRUAN, CRUSHEEN, BALLINRUAN",,Clare,198000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"RAVENSDALE, 34 BALLINCURRIG PARK, DOUGLAS RD",,Cork,541000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"RICHMOND LODGE, KILNAGROSS, KILDALKEY ROAD TRIM",,Meath,440000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"RIVERSIDE FARM, INICHAROE, KEALKILL",,Cork,270000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"ROSEBERRY, NEWBRIDGE, CO KILDARE",,Kildare,150000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"ST ANTHONYS LODGE, COAST RD, BALLYHEIGHUE",,Kerry,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"ST MACARTENS, CASTLE RD, BALLINA",,Mayo,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"STRAND LODGE, CURRAGHBINNY, CARRIGALINE",,Cork,940000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"STREAMSTOWN, NEWTOWNCASHEL, LONGFORD",,Longford,95000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"SUMMERHILL, CARRICK ON SHANNON, LEITRIM",,Leitrim,265000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"TERELICKEN, BALLYMAHON, LONGFORD",,Longford,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"THE COLONNADE, AUGHAMORE NEAR, SLIGO",,Sligo,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-10,"TULLYCOORA, DRUMACRIB, CASTLEBLANEY",,Monaghan,650000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"1 CLOUNTS COURT, CLOUNTS, RATHMORE",,Kerry,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"1 COLLEGE VIEW GREEN, WESTPORT ROAD, CASTLEBAR",,Mayo,299559.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"1 GRIFFITH AVE, COOTEHILL, CAVAN",,Cavan,139000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"1 PALMER AVE, RUSH, DUBLIN",,Dublin,320000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"1 ROCKWELL, SKULL ROAD, BALLYDEHOB",,Cork,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"1 ROS NUA, POULAVONE, BALLINCOLLIG",,Cork,452000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"1 THE SPIRES, DEAN ST, KILKENNY",,Kilkenny,197000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"10 GLENINA HEIGHTS, DUBLIN ROAD, GALWAY",,Galway,250000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"10 Lyreen Drive, Mariavilla, Maynooth",,Kildare,520000.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"10 NEW PODDLE PARK, KIMMAGE, D12V9P4",Dublin 12,Dublin,500000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"10 SHELBOURNE PLACE, CAMPILE, NEW ROSS",,Wexford,242000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"100 PARKMORE DR, TERENURE, DUBLIN 6W",,Dublin,850000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"101 ST BRIGIDS PLACE, SLIGO, SLIGO",,Sligo,248155.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"102 MORRISON'S AVENUE, WATERFORD",,Waterford,157500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"104 Aghnaharna Drive, Portlaoise, Co. Laois",,Laois,294100.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"105 Drakes Point, Crosshaven, Cork",,Cork,542000.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"11  DERRYMORE, KNOCKADERRY, ENNIS",,Clare,61675.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"11 Beresford Square, Donabate",,Dublin,405286.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"11 DUN EMER RISE, DUN EMER, LUSK",,Dublin,252500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"11 LOWER POULADUFF RD, CORK, CORK",,Cork,270000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"11 NEPHIN HALLS, HOPKINS RD, CASTLEBAR",,Mayo,100000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"11 RAITHIN EDGHAN, ASHE RD, MULLINGAR",,Westmeath,130000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"118 CAPPAGH AVE, FINGLAS, DUBLIN 11",Dublin 11,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"119 COILL TIRE, DOUGHISKA, GALWAY",,Galway,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"119 SCARIFFHOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER DUBLIN 1",Dublin 1,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"12  DERRYMORE, KNOCKADERRY, ENNIS",,Clare,61674.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"12 An Saileachain, Raheen, Athenry",,Galway,273129.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"12 ARDMONIEL HEIGHTS, ARDMONIEL, KILLORGLIN",,Kerry,242000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"12 CRESCENT GREEN, SALTHILL, GALWAY",,Galway,375000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"12 Silverbrook Way, Ardan Road, Tullamore",,Offaly,299900.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"126 BURNELL SQ, NORTHERN CROSS, MALAHIDE RD DUBLIN 17",Dublin 17,Dublin,218000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"128 LEAS NA MARA, BALLYMONEEN RD, GALWAY",,Galway,251000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"13  DERRYMORE, KNOCKADERRY, ENNIS",,Clare,52863.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"13 An Saileachan, ATHENRY",,Galway,273127.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"138 LOUISA PARK, BLOCK H, LEIXLIP",,Kildare,130000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"14  DERRYMORE, KNOCKADERRY, ENNIS",,Clare,53863.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"14 GLENCAIRN COURT, LEOPARDSTOWN, DUBLIN 18",Dublin 18,Dublin,590000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"14 IVY COURT, BEAUMONT WOODS, DUBLIN 9",Dublin 9,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"14 LLEWELLYN PARK, RATHFARNHAM, DUBHLIN 16",,Dublin,499000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"143 LALLY RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,315000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"147 STEEPLECHASE GREEN, SKRYNE RD, RATOATH",,Meath,350000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"15 BLENHEIM HEIGHTS, WATERFORD",,Waterford,327000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"15 The Cresent, Mullen Park Maynooth",,Kildare,378854.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"16 ABHAINN NA RI, ORANMORE, CO GALWAY",,Galway,249000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"16 ARD AOIBHEANN, DONEGAL TOWN, DONEGAL",,Donegal,248000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"16 The Orchard, Sallins Road, Naas",,Kildare,374449.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"16a Aster Lawn, Abbeyfort, Kinale",,Cork,304000.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"17 COIS DOIRE, GOREY, CO. WEXFORD",,Wexford,108000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"17 CORBALLIS DEMESNE, RATOATH, CO MEATH",,Meath,325000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"17 FOREST PARK KINGSWOOD, TALLAGHT DUBLIN 24, DUBLIN",Dublin 24,Dublin,463000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"17 Reldare, Model Farm Road, Cork",,Cork,541850.22,No,Yes,New Dwelling house /Apartment,
2022-02-11,"17 THE HAVEN, GRANTSTOWN PARK, WATERFORD",,Waterford,255000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"17 The Lawn, Donacarney Wood, Mornington",,Meath,334802.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"17 THOMOND HALL, BALLYMAHON, LONGFORD",,Longford,186000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"173  KYLEMORE, SCHOOL HOUSE ROAD, MONALEEN",,Limerick,386000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"175 ASHFIELD, MULLINGAR, WESTMEATH",,Westmeath,192000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"176 Dundoogan, Haynestown, Dundalk",,Louth,279950.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"18 MOONLOUN, TRAMORE, CO WATERFORD",,Waterford,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"18 PARK RISE, MOORE PARK ST, BIRR",,Offaly,260000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"18 PEBBLE WALK, PEBBLE BEACH, TRAMORE",,Waterford,165000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"18 The Park, Whitefield Hall, Bettystown",,Meath,286343.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"186 ASHLAWN PARK, BALLYBRACK, DUBLIN",,Dublin,415000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"19 CHIEFTAINS LODGE, CHIEFTAINS RD, CHIEFTAINS WAY",,Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"19 Eastmount Woods, Chapel Road, Delgany",,Wicklow,519823.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"19 ENGLEWOOD DR, SHERCOCK, CAVAN",,Cavan,194000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"19 ROSEVALE MANSIONS, HOWTH ROAD, RAHENY",Dublin 5,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"194 BLACKDITCH RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,293500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"2 ARDARRA, PORTROE, NENAGH",,Tipperary,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"2 HIGHLAND VIEW, NAAS, CO KILDARE",,Kildare,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"2 Lyreen Drive, Mariavilla, Maynooth",,Kildare,458150.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"20 OAK SPRINGS, LARAGH ROAD, RATHDRUM",,Wicklow,237886.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"204 MAHON HOUSE, OFF UPPER WILLIAM ST, LIMERICK",,Limerick,125000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"21 AN BAN, RIVERCHAPEL, COURTOWN",,Wexford,67200.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"21 TAIN COURT, BRIDGE ST, DUNDALK",,Louth,125000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"22 ASHLEY AVE, CHERRYMOUNT, WATERFORD",,Waterford,212000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"22 FRIARS WALK, DUNMORE, GALWAY",,Galway,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"224 EAGLE VALLEY, SARSFIELD RD, WILTON",,Cork,284000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"23 DODDER PARK RD, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,727500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"23 HAINAULT DR, FOXROCK, DUBLIN 18",Dublin 18,Dublin,885000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"23 RIVERSIDE GROVE, BALLINA, CO MAYO",,Mayo,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"24 FRIARS HILL, GALWAY",,Galway,30000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"24 SEAPARK ROAD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,875000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"25 COPPENGER FIELDS, WHITES CROSS, COUNTY CORK",,Cork,387665.19,No,Yes,New Dwelling house /Apartment,
2022-02-11,"28 ARDILAUN GREEN, MULLINGAR, WESTMEATH",,Westmeath,195000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"28 KIRWAN STREET, DUBLIN 7",,Dublin,410000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"28 MOULDEN BRIDGE, RATOATH, MEATH",,Meath,167500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"28 THE GREEN, INSE BAY, LLAYTOWN",,Meath,295000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"29 BUNRATTY AVE, COOLOCK, DUBLIN 5",Dublin 17,Dublin,304500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"29 GLASSAN, CLAUREEN, LAHINCH RD",,Clare,335000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"29 OAKWOOD, GOREY, WEXFORD",,Wexford,199500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"3 DEANSRATH ROAD, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"3 FINN EBER SQ, FINGLAS, DUBLIN 11",Dublin 11,Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"3 OLNEY MEWS, RATHGAR, DUBLIN",Dublin 6,Dublin,583000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"3 RUSSELL GREEN, FORTUNESTOWN WAY, TALLAGHT DUBLIN 24",Dublin 24,Dublin,242000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"3018 LIFFEY HEIGHTS, BALLYMORE EUSTACE, NAAS",,Kildare,90000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"31 THE AVENUE, GARRANE DARRA, WILTON",,Cork,235000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"31 The Birches, Old Grange Wood, Monasterevin",,Kildare,250220.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"31 THE COMERAGHS, STRADBALLY, WATERFORD",,Waterford,280000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"32 CAIRNS DRIVE, SLIGO",,Sligo,167000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"33 TRADAREE COURT, SHANNON, CLARE",,Clare,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"34 THE ANCHORAGE, HARTYS QUAY, ROCHESTOWN RD",,Cork,374432.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"36 CLIFTEN COURT, ELLIS QUAY, SMITHFIELD DUBLIN 7",Dublin 7,Dublin,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"37 DARGLE ROAD, BLACKROCK, DUBLIN",,Dublin,830000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"37 THE HEIGHTS, MELROSE PARK, SWORDS",,Dublin,385000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"4 Airlie View, St. Helen's, Adamstown",,Dublin,339200.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"4 KEYES TERRACE, BANTRY, CORK",,Cork,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"4 RUSSELSTOWN, ATHY, COUNTY KILDARE",,Kildare,425000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"4 THE ABBEY, CLASSES LAKE, OVENS",,Cork,255000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"4 THE CLOSE, LENNONSTOWN MANOR, RED BARNES ROAD",,Louth,233123.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"41 Ard ratha, Sixmilebridge",,Clare,237885.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"42 OAK LANE, OLD FOREST, BUNCLODY",,Wexford,195000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"43 NEW PARK RD, NEWTOWNPARK AVE, BLACKROCK",,Dublin,722500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"43 RUSHEEN ARD, CALTRAGH, SLIGO",,Sligo,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"44 ALDERWOOD, RATOATH ROAD, HOLLYSTOWN",Dublin 15,Dublin,480000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"44 DONNYBROOK ROAD, DONNYBROOK, DUBLIN 4",,Dublin,567000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"45 CHURCH AVE, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,535000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"45 HYDE RD, DALKEY, DUBLIN",,Dublin,851000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"45 SAINT NICHOLAS VILLAGE, BETTYTSTOWN, MEATH",,Meath,380000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"47 VILLIERS RD, RATHMINES, DUBLIN 4",Dublin 6,Dublin,1700000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"48 ELLENSBOROUGH LODGE, KILTIPPER RD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,231000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"48 Seamount Rise, Seamount Road, Malahide",,Dublin,585904.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"4A BELLLEVUE PARK, BOOTERSTOWN, DUN LAOGHAIRE",,Dublin,1420000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"5 CASTLE TERRACE, MONKSTOWN, CORK",,Cork,116666.67,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"5 CLUAIN BUI, QUINAGH, CO CARLOW",,Carlow,285450.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"5 MILLRACE, BEALNAMULLA, ATHLONE",,Roscommon,275000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"5 ROSEBANK COVE, CARRICK-ON-SHANNON, LEITRIM",,Leitrim,370000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"5 SILVERHILL, BALLISODARE, SLIGO",,Sligo,85000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"5 THE KILNS, STATION ROAD, PORTMARNOCK",Dublin 13,Dublin,661000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"5 Woodland Park, Carlanstown, Kells",,Meath,255506.6,No,Yes,New Dwelling house /Apartment,
2022-02-11,"50 COMMODORE BARRY PARK, ROSSLARE STRAND, CO. WEXFORD",,Wexford,84000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"52 ANNAMOE DR, CABRA, DUBLIN 7",Dublin 7,Dublin,440500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"52 CLUAIN CAISLEAN FERNS, WEXFORD, WEXFORD",,Wexford,205000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"54 DE VESCI COURT, FAIRGREEN, PORTLAOISE",,Laois,186000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"54 SUNNYHILL, CASTLEMARTIN LODGE, KILCULLEN",,Kildare,500000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"55 ABHAINN NA RI, ORANMORE, GALWAY",,Galway,295000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"554 MOURNE RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,322000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"58 BAYVIEW DR, KILLINEY, DUBLIN",,Dublin,480000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"58 CLONMORE HEIGHTS, MULLINGAR, CO WESTMEATH",,Westmeath,945000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"58 SLIEVEKEALE RD, WATERFORD, WATERFORD",,Waterford,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"58 WESTCOURT HEIGHTS, BALLINCOLLIG, CO CORK",,Cork,407000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"6 ARDLEA RD, ARTANE, DUBLIN 5",Dublin 5,Dublin,420000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"6 CUIRT BHOIRNE, ROSCAM, GALWAY",,Galway,365639.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"6 GLEANN FIA, MOGEELY, CO CORK",,Cork,270000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"6 GLOR NA DTONN, MOUNTCHARLES, DONEGAL",,Donegal,148000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"6 The Crescent, Mullen Park, Maynooth",,Kildare,374449.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"60 CALTRAGH HEIGHTS, SLIGO, SLIGO",,Sligo,212000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"62 Hollywoodrath Avenue, Hollystown",,Dublin,361233.0,No,Yes,New Dwelling house /Apartment,
2022-02-11,"64 BUNBURY GATE CRESCENT, SWORDS, DUBLIN",,Dublin,605000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"64 USHNAGH COURT, LYNN RD, MULLINGAR",,Westmeath,172500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-02-11,"6A SHANGAN PARK, BALLYMUN, DUBLIN 9",Dublin 9,Dublin,230000.0,No,No,Second-Hand Dwelling house /Apartment,
